loan_amnt,funded_amnt,funded_amnt_inv,term,int_rate,installment,grade,sub_grade,emp_length,home_ownership,annual_inc,verification_status,issue_d,loan_status,purpose,dti
16000,16000,15856.13773,36,14.22,548.56,C,C5,2,RENT,48000.0,Not Verified,May-10,Fully Paid,debt_consolidation,23.96
5000,5000,4950.0,36,13.48,169.63,C,C3,3,RENT,55000.0,Not Verified,May-10,Fully Paid,debt_consolidation,6.13
1000,1000,1000.0,36,10.99,32.74,B,B4,1,RENT,24000.0,Source Verified,May-10,Charged Off,major_purchase,15.35
12000,12000,10825.0,36,10.25,388.62,B,B2,3,MORTGAGE,116000.0,Not Verified,May-10,Fully Paid,other,0.78
1000,1000,1000.0,36,10.25,32.39,B,B2,6,RENT,28000.0,Not Verified,May-10,Charged Off,major_purchase,24.21
7500,7500,7296.581239,36,7.88,234.61,A,A5,2,RENT,20796.0,Source Verified,May-10,Fully Paid,major_purchase,8.48
8500,8500,8140.485406,60,13.11,193.89,C,C2,7,MORTGAGE,48000.0,Not Verified,May-10,Charged Off,debt_consolidation,10.59
6000,6000,5757.585782,36,7.88,187.69,A,A5,1,RENT,72000.0,Not Verified,May-10,Fully Paid,credit_card,18.95
16000,16000,15977.94494,60,16.82,396.1,E,E2,10,OWN,55000.0,Verified,May-10,Charged Off,debt_consolidation,22.56
7200,7200,7200.0,60,6.76,141.76,A,A2,7,MORTGAGE,18000.0,Not Verified,May-10,Fully Paid,debt_consolidation,21.07
25000,15500,11430.00082,60,10.62,334.08,B,B3,3,MORTGAGE,3900000.0,Not Verified,Jun-10,Fully Paid,home_improvement,0.2
8000,8000,8000.0,60,17.19,199.64,E,E3,8,OWN,79800.0,Not Verified,May-10,Fully Paid,debt_consolidation,19.1
14400,14400,12639.65013,36,9.88,463.84,B,B1,3,MORTGAGE,67000.0,Not Verified,May-10,Fully Paid,debt_consolidation,23.21
10000,10000,9237.854493,36,7.51,311.11,A,A4,2,RENT,33280.0,Not Verified,May-10,Fully Paid,debt_consolidation,9.22
7500,7500,7443.783404,60,7.14,149.01,A,A3,10,OWN,65000.0,Source Verified,May-10,Fully Paid,credit_card,13.24
17500,17500,16951.07592,60,14.96,415.96,D,D2,1,RENT,43000.0,Not Verified,May-10,Fully Paid,debt_consolidation,16.6
7200,7200,7125.0,60,14.96,171.14,D,D2,3,RENT,68004.0,Not Verified,May-10,Charged Off,debt_consolidation,14.84
10000,10000,9078.293725,36,7.51,311.11,A,A4,7,RENT,88000.0,Verified,May-10,Fully Paid,other,11.4
12000,12000,11950.0,36,10.99,392.81,B,B4,10,MORTGAGE,60000.0,Verified,May-10,Fully Paid,debt_consolidation,3.3
20000,20000,18260.96303,36,7.88,625.63,A,A5,10,MORTGAGE,76000.0,Verified,May-10,Fully Paid,debt_consolidation,12.52
10400,10400,9809.438383,60,7.14,206.63,A,A3,5,MORTGAGE,85000.0,Not Verified,May-10,Fully Paid,home_improvement,3.16
7200,7200,6942.793234,60,11.36,157.85,B,B5,2,RENT,71500.0,Not Verified,May-10,Fully Paid,debt_consolidation,20.34
25000,25000,15985.32,36,12.73,839.11,C,C1,10,OWN,93000.0,Verified,May-10,Charged Off,home_improvement,8.83
24250,24250,15439.06,36,14.22,831.41,C,C5,10,MORTGAGE,128004.0,Verified,May-10,Charged Off,debt_consolidation,12.91
3500,3500,3500.0,36,7.14,108.3,A,A3,10,RENT,50250.0,Not Verified,May-10,Fully Paid,vacation,2.22
4800,4800,4800.0,36,13.85,163.71,C,C4,5,RENT,40800.0,Not Verified,May-10,Fully Paid,credit_card,24.94
16000,10275,9556.694912,60,7.51,205.94,A,A4,10,MORTGAGE,65000.0,Not Verified,Jun-10,Charged Off,debt_consolidation,9.3
25000,16025,14461.72207,36,11.36,527.38,B,B5,3,RENT,56952.0,Source Verified,Jun-10,Fully Paid,other,5.14
25000,25000,22710.28752,60,16.45,613.95,E,E1,3,RENT,242004.0,Source Verified,May-10,Charged Off,debt_consolidation,10.73
3000,3000,3000.0,36,7.51,93.34,A,A4,3,RENT,42000.0,Not Verified,May-10,Fully Paid,major_purchase,11.31
10000,10000,9221.938953,60,16.82,247.56,E,E2,3,RENT,39996.0,Not Verified,May-10,Fully Paid,major_purchase,5.79
14000,9350,9186.222872,36,7.88,292.48,A,A5,10,MORTGAGE,106839.0,Source Verified,Jun-10,Fully Paid,credit_card,3.21
7500,5325,5039.154679,60,7.51,106.73,A,A4,10,MORTGAGE,99504.0,Not Verified,Jun-10,Fully Paid,debt_consolidation,8.68
7000,7000,7000.0,60,15.33,167.75,D,D3,2,RENT,18000.0,Not Verified,May-10,Fully Paid,debt_consolidation,7.27
10000,10000,9747.657484,36,11.36,329.1,B,B5,7,RENT,56000.0,Not Verified,May-10,Fully Paid,debt_consolidation,17.46
25000,25000,23461.71329,36,10.99,818.35,B,B4,3,MORTGAGE,107000.0,Source Verified,May-10,Fully Paid,credit_card,17.43
25000,25000,22601.76925,36,10.25,809.62,B,B2,3,RENT,40000.0,Verified,May-10,Fully Paid,debt_consolidation,1.41
10500,10500,10500.0,36,15.7,367.6,D,D4,7,RENT,351699.96,Not Verified,May-10,Fully Paid,moving,6.86
8000,8000,7950.0,60,14.96,190.16,D,D2,6,MORTGAGE,103000.0,Not Verified,May-10,Fully Paid,credit_card,11.95
4750,4750,4750.0,36,7.88,148.59,A,A5,1,OWN,18000.0,Not Verified,May-10,Charged Off,car,21.6
10000,10000,9907.478381,60,14.96,237.69,D,D2,6,MORTGAGE,88000.0,Not Verified,May-10,Fully Paid,debt_consolidation,14.86
4500,4500,4500.0,36,16.07,158.37,D,D5,2,RENT,49200.0,Not Verified,May-10,Fully Paid,debt_consolidation,7.08
5200,5200,4950.0,60,6.76,102.38,A,A2,10,MORTGAGE,57000.0,Source Verified,May-10,Fully Paid,other,8.46
10750,10750,10750.0,36,14.59,370.5,D,D1,6,RENT,37000.0,Source Verified,May-10,Fully Paid,debt_consolidation,22.54
25000,16575,15114.25741,36,12.73,556.33,C,C1,10,MORTGAGE,119000.0,Verified,Jun-10,Fully Paid,debt_consolidation,7.04
12000,12000,11975.0,36,15.7,420.11,D,D4,5,MORTGAGE,64800.0,Not Verified,May-10,Fully Paid,credit_card,19.44
2000,2000,2000.0,36,14.22,68.57,C,C5,1,RENT,21000.0,Not Verified,May-10,Fully Paid,other,7.83
10000,10000,9425.0,36,9.88,322.11,B,B1,5,MORTGAGE,45000.0,Not Verified,May-10,Fully Paid,debt_consolidation,7.44
2800,2800,2800.0,36,10.99,91.66,B,B4,7,RENT,24000.0,Not Verified,May-10,Fully Paid,credit_card,12.7
15000,15000,14911.22853,36,15.33,522.41,D,D3,2,MORTGAGE,99996.0,Source Verified,May-10,Charged Off,debt_consolidation,8.93
2800,2800,2800.0,60,13.11,63.87,C,C2,1,RENT,45600.0,Not Verified,May-10,Fully Paid,credit_card,1.13
6400,6400,6214.87948,60,7.14,127.16,A,A3,3,RENT,60000.0,Source Verified,May-10,Fully Paid,debt_consolidation,7.52
12000,12000,11955.05929,36,12.73,402.77,C,C1,4,OWN,31000.0,Not Verified,May-10,Fully Paid,debt_consolidation,16.57
5000,5000,4725.0,36,6.76,153.84,A,A2,10,MORTGAGE,83004.0,Not Verified,May-10,Fully Paid,other,8.18
6000,6000,5975.0,60,15.7,144.96,D,D4,10,MORTGAGE,60000.0,Verified,May-10,Fully Paid,debt_consolidation,22.96
12350,12325,11968.65981,36,14.96,427.01,D,D2,1,RENT,120000.0,Source Verified,May-10,Fully Paid,debt_consolidation,3.8
15000,9300,8476.900804,60,7.88,188.04,A,A5,8,MORTGAGE,78000.0,Not Verified,May-10,Fully Paid,debt_consolidation,13.68
15000,9575,9449.669628,60,7.88,193.6,A,A5,9,MORTGAGE,80000.0,Source Verified,May-10,Fully Paid,home_improvement,5.16
8000,8000,7889.120931,36,7.14,247.53,A,A3,5,RENT,99996.0,Not Verified,May-10,Fully Paid,debt_consolidation,14.22
25000,21025,20609.72741,36,13.85,717.04,C,C4,3,OWN,75000.0,Verified,May-10,Fully Paid,debt_consolidation,18.83
24000,20875,20839.39438,60,19.41,546.23,F,F4,10,MORTGAGE,135000.0,Verified,May-10,Charged Off,home_improvement,10.42
13750,8375,8323.230271,60,13.11,191.03,C,C2,8,MORTGAGE,33600.0,Not Verified,May-10,Fully Paid,debt_consolidation,21.36
25000,15325,12664.67637,60,10.99,333.13,B,B4,5,RENT,84996.0,Verified,May-10,Charged Off,major_purchase,0.99
21000,13500,12567.1873,36,10.99,441.91,B,B4,10,MORTGAGE,44400.0,Not Verified,May-10,Fully Paid,credit_card,15.57
20000,12650,12189.75568,60,7.88,255.78,A,A5,10,MORTGAGE,76340.0,Verified,May-10,Fully Paid,home_improvement,10.61
12000,8075,7807.295622,60,7.51,161.85,A,A4,10,MORTGAGE,55116.0,Not Verified,May-10,Fully Paid,debt_consolidation,13.52
10000,7175,7030.453871,60,7.51,143.81,A,A4,5,RENT,61152.0,Not Verified,May-10,Fully Paid,major_purchase,17.58
25000,15725,15014.72654,36,11.36,517.51,B,B5,2,MORTGAGE,90000.0,Verified,May-10,Fully Paid,moving,10.33
5000,5000,5000.0,36,7.51,155.56,A,A4,1,RENT,35000.0,Not Verified,May-10,Fully Paid,debt_consolidation,20.06
16000,10550,10531.35818,60,14.96,250.77,D,D2,10,MORTGAGE,95088.0,Source Verified,May-10,Fully Paid,debt_consolidation,10.63
25000,15825,15103.4791,36,13.11,534.05,C,C2,10,RENT,140000.0,Source Verified,May-10,Fully Paid,small_business,2.48
8000,6250,5882.541513,60,7.88,126.37,A,A5,1,RENT,30000.0,Not Verified,May-10,Fully Paid,debt_consolidation,5.24
13750,8900,8641.981839,36,11.36,292.9,B,B5,3,MORTGAGE,42000.0,Not Verified,May-10,Fully Paid,debt_consolidation,24.54
24000,14825,13749.99288,36,10.62,482.69,B,B3,1,MORTGAGE,114996.0,Verified,May-10,Fully Paid,debt_consolidation,4.45
25000,15250,15193.67466,60,12.73,344.89,C,C1,9,MORTGAGE,98000.0,Verified,May-10,Fully Paid,small_business,9.73
25000,15350,14244.07378,36,10.99,502.47,B,B4,10,MORTGAGE,120000.0,Verified,May-10,Charged Off,debt_consolidation,8.6
7500,5250,4936.332184,60,7.14,104.31,A,A3,2,RENT,26400.0,Not Verified,May-10,Fully Paid,moving,13.41
14000,8725,8513.650716,60,7.51,174.88,A,A4,10,MORTGAGE,126000.0,Not Verified,May-10,Fully Paid,credit_card,14.28
25000,24975,23662.36503,36,16.07,878.92,D,D5,4,RENT,143000.0,Verified,May-10,Fully Paid,debt_consolidation,9.63
15000,10325,10251.18723,60,17.56,259.73,E,E4,7,OWN,32004.0,Verified,May-10,Charged Off,debt_consolidation,11.96
16800,10250,9935.449483,60,10.99,222.81,B,B4,3,MORTGAGE,65000.0,Not Verified,May-10,Charged Off,debt_consolidation,13.42
3300,3300,2800.0,36,10.62,107.45,B,B3,1,RENT,57600.0,Verified,May-10,Fully Paid,moving,2.23
7000,7000,6900.0,60,7.51,140.3,A,A4,6,MORTGAGE,26845.0,Not Verified,May-10,Fully Paid,debt_consolidation,8.45
15000,9275,9205.046438,60,15.7,224.08,D,D4,10,OWN,358680.0,Source Verified,May-10,Charged Off,home_improvement,2.71
6000,6000,6000.0,36,7.14,185.65,A,A3,10,MORTGAGE,69000.0,Verified,May-10,Fully Paid,home_improvement,22.43
20000,12175,11054.03198,60,10.99,264.66,B,B4,4,RENT,56000.0,Not Verified,May-10,Fully Paid,debt_consolidation,19.94
3000,3000,3000.0,60,12.73,67.85,C,C1,10,MORTGAGE,122748.0,Verified,May-10,Charged Off,other,19.29
8000,8000,7603.830874,36,7.51,248.89,A,A4,2,RENT,45996.0,Verified,May-10,Fully Paid,other,14.15
5600,5600,5600.0,60,16.45,137.53,E,E1,2,MORTGAGE,95004.0,Verified,May-10,Fully Paid,other,18.37
3000,3000,3000.0,36,10.25,97.16,B,B2,4,RENT,28000.0,Verified,May-10,Fully Paid,medical,14.36
25000,15075,14124.17884,36,10.62,490.83,B,B3,3,MORTGAGE,235000.0,Source Verified,May-10,Fully Paid,small_business,7.65
16000,10100,9986.615289,60,16.07,245.99,D,D5,2,RENT,51000.0,Not Verified,May-10,Fully Paid,debt_consolidation,24.94
6000,6000,5950.0,36,9.88,193.27,B,B1,1,RENT,36100.0,Verified,May-10,Fully Paid,debt_consolidation,8.64
4400,4400,4300.0,60,7.88,88.97,A,A5,10,MORTGAGE,66000.0,Not Verified,May-10,Fully Paid,debt_consolidation,12.2
12000,12000,11950.0,60,15.7,289.91,D,D4,10,MORTGAGE,50376.0,Not Verified,May-10,Fully Paid,debt_consolidation,11.1
12000,12000,11950.0,36,14.59,413.58,D,D1,2,RENT,55000.0,Source Verified,May-10,Fully Paid,credit_card,18.81
10000,10000,10000.0,36,7.51,311.11,A,A4,3,MORTGAGE,75000.0,Not Verified,May-10,Fully Paid,major_purchase,0.5
12000,8700,8109.427926,36,11.36,286.32,B,B5,7,MORTGAGE,26000.0,Source Verified,May-10,Charged Off,debt_consolidation,13.75
3000,3000,2950.0,36,13.11,101.25,C,C2,2,RENT,20000.0,Not Verified,May-10,Fully Paid,credit_card,3.72
12000,9700,9060.492229,36,10.25,314.14,B,B2,3,MORTGAGE,741600.0,Not Verified,May-10,Fully Paid,home_improvement,1.14
3500,3500,3450.0,60,7.51,70.15,A,A4,1,RENT,53000.0,Not Verified,May-10,Fully Paid,debt_consolidation,3.69
12000,8400,8328.97778,36,7.88,262.77,A,A5,5,MORTGAGE,93000.0,Not Verified,May-10,Fully Paid,home_improvement,9.97
15000,15000,15000.0,36,15.33,522.41,D,D3,6,MORTGAGE,135000.0,Source Verified,May-10,Fully Paid,debt_consolidation,7.42
12000,7550,7363.934748,60,10.99,164.12,B,B4,1,MORTGAGE,95000.0,Not Verified,May-10,Fully Paid,debt_consolidation,14.69
2500,2500,2500.0,36,14.22,85.72,C,C5,10,RENT,18984.0,Not Verified,May-10,Charged Off,vacation,0.0
12000,12000,11960.66738,36,13.85,409.26,C,C4,1,MORTGAGE,52000.0,Not Verified,May-10,Fully Paid,home_improvement,5.79
16000,16000,15925.0,60,16.07,389.69,D,D5,10,MORTGAGE,55200.0,Source Verified,May-10,Fully Paid,debt_consolidation,11.67
24000,18175,18042.79218,60,15.7,439.09,D,D4,10,MORTGAGE,78000.0,Verified,May-10,Fully Paid,credit_card,13.92
20000,20000,20000.0,36,17.56,718.65,E,E4,10,MORTGAGE,109500.0,Verified,May-10,Fully Paid,debt_consolidation,15.88
7000,7000,6950.0,36,7.51,217.78,A,A4,2,RENT,22884.0,Verified,May-10,Fully Paid,debt_consolidation,18.83
15000,12575,12467.65055,60,14.96,298.9,D,D2,3,MORTGAGE,122000.0,Not Verified,May-10,Charged Off,debt_consolidation,14.9
24000,14675,14516.56785,60,10.99,319.0,B,B4,10,MORTGAGE,63000.0,Verified,May-10,Fully Paid,debt_consolidation,20.99
5000,5000,5000.0,36,13.85,170.53,C,C4,9,MORTGAGE,33685.0,Not Verified,May-10,Fully Paid,debt_consolidation,21.48
10000,7950,7906.330229,36,11.36,261.64,B,B5,4,RENT,25000.0,Source Verified,May-10,Fully Paid,credit_card,10.27
9600,9600,9550.0,60,14.96,228.19,D,D2,1,RENT,48000.0,Not Verified,May-10,Fully Paid,debt_consolidation,1.98
10200,10200,10200.0,60,15.7,246.43,D,D4,4,RENT,55000.0,Not Verified,May-10,Fully Paid,debt_consolidation,16.21
20000,13950,13808.48201,60,16.82,345.35,E,E2,5,RENT,33000.0,Verified,May-10,Fully Paid,debt_consolidation,5.05
20000,13900,13821.52495,60,16.45,341.36,E,E1,2,MORTGAGE,125000.0,Not Verified,May-10,Fully Paid,credit_card,16.66
11175,11175,11150.0,36,14.96,387.17,D,D2,10,RENT,40000.0,Not Verified,May-10,Fully Paid,debt_consolidation,20.79
8100,5425,5075.0,60,7.51,108.74,A,A4,1,RENT,30000.0,Not Verified,May-10,Fully Paid,debt_consolidation,14.12
25000,17325,16755.31075,60,17.56,435.81,E,E4,9,RENT,73000.0,Verified,May-10,Charged Off,credit_card,18.36
1800,1800,1800.0,36,11.36,59.24,B,B5,3,RENT,35000.0,Source Verified,May-10,Fully Paid,other,18.72
15000,14650,14567.90327,60,16.07,356.81,D,D5,10,RENT,56900.0,Not Verified,May-10,Fully Paid,debt_consolidation,12.32
20000,13975,13825.46893,60,17.56,351.54,E,E4,4,MORTGAGE,80004.0,Verified,May-10,Fully Paid,debt_consolidation,4.87
4750,4750,4750.0,36,11.36,156.32,B,B5,3,OWN,22800.0,Not Verified,May-10,Fully Paid,credit_card,24.11
4000,4000,4000.0,36,14.59,137.86,D,D1,10,RENT,34000.0,Not Verified,May-10,Charged Off,debt_consolidation,6.28
12325,12325,12014.46211,36,12.73,413.68,C,C1,6,RENT,75000.0,Verified,May-10,Fully Paid,debt_consolidation,15.71
13200,9050,8983.589575,60,17.93,229.47,E,E5,10,RENT,46800.0,Source Verified,May-10,Fully Paid,debt_consolidation,15.87
11500,7650,7103.836956,36,7.51,238.0,A,A4,1,RENT,24000.0,Not Verified,May-10,Fully Paid,credit_card,18.45
5000,5000,5000.0,60,7.88,101.1,A,A5,3,MORTGAGE,63945.0,Verified,May-10,Fully Paid,car,13.64
16000,11500,10225.0,60,17.19,286.99,E,E3,10,MORTGAGE,118527.0,Verified,May-10,Charged Off,debt_consolidation,4.38
1800,1800,1800.0,36,13.48,61.07,C,C3,6,OWN,45600.0,Not Verified,May-10,Fully Paid,major_purchase,3.95
6000,6000,5950.0,36,7.88,187.69,A,A5,8,RENT,82000.0,Verified,May-10,Fully Paid,debt_consolidation,18.72
7000,7000,7000.0,60,10.62,150.88,B,B3,10,MORTGAGE,102660.0,Not Verified,May-10,Fully Paid,debt_consolidation,3.02
25000,16900,16330.74118,60,16.45,415.03,E,E1,10,RENT,56000.0,Verified,May-10,Fully Paid,debt_consolidation,15.43
4000,4000,4000.0,36,10.25,129.54,B,B2,2,RENT,16800.0,Source Verified,May-10,Fully Paid,major_purchase,0.0
11200,11200,11187.76149,60,15.33,268.4,D,D3,2,RENT,46000.0,Not Verified,May-10,Fully Paid,debt_consolidation,17.19
25000,16525,15275.0,60,13.11,376.93,C,C2,6,RENT,60000.0,Verified,May-10,Charged Off,debt_consolidation,23.72
10000,10000,10000.0,36,14.59,344.65,D,D1,4,RENT,30000.0,Not Verified,May-10,Charged Off,credit_card,21.48
6400,6400,6400.0,36,14.96,221.74,D,D2,2,RENT,31836.0,Not Verified,May-10,Fully Paid,debt_consolidation,24.05
8000,8000,7900.0,36,12.73,268.52,C,C1,5,RENT,50004.0,Not Verified,May-10,Fully Paid,debt_consolidation,11.33
1500,1500,1500.0,36,13.85,51.16,C,C4,10,RENT,51996.0,Not Verified,May-10,Fully Paid,other,10.43
10000,10000,9975.0,36,15.33,348.28,D,D3,2,OWN,27600.0,Not Verified,May-10,Fully Paid,credit_card,17.7
9600,9600,9600.0,36,7.14,297.04,A,A3,6,MORTGAGE,51996.0,Not Verified,May-10,Fully Paid,debt_consolidation,24.6
12800,9375,9375.0,36,13.48,318.06,C,C3,2,RENT,46000.0,Not Verified,May-10,Fully Paid,credit_card,23.5
18000,10900,10180.13698,36,7.88,340.97,A,A5,1,MORTGAGE,95000.0,Verified,May-10,Fully Paid,credit_card,21.32
10000,7875,7825.0,36,7.51,245.0,A,A4,5,MORTGAGE,92000.0,Not Verified,May-10,Fully Paid,credit_card,17.39
25000,25000,25000.0,36,16.07,879.8,D,D5,10,RENT,134000.0,Verified,May-10,Fully Paid,debt_consolidation,23.18
10000,10000,9825.0,36,7.51,311.11,A,A4,5,RENT,80004.0,Not Verified,May-10,Fully Paid,debt_consolidation,5.77
15000,12150,12150.0,36,10.25,393.48,B,B2,10,MORTGAGE,156000.0,Source Verified,May-10,Fully Paid,credit_card,7.77
19000,12400,12394.58255,60,18.3,316.91,F,F1,10,RENT,39562.0,Not Verified,May-10,Fully Paid,debt_consolidation,14.23
25000,15875,15375.0,36,10.99,519.66,B,B4,2,MORTGAGE,83000.0,Verified,May-10,Fully Paid,debt_consolidation,11.9
15000,15000,15000.0,36,13.48,508.89,C,C3,10,MORTGAGE,68000.0,Not Verified,May-10,Fully Paid,credit_card,21.26
25000,16350,16342.59083,60,17.93,414.57,E,E5,4,RENT,111000.0,Source Verified,May-10,Charged Off,credit_card,15.73
15000,15000,14850.0,36,13.85,511.58,C,C4,10,MORTGAGE,125000.0,Not Verified,May-10,Fully Paid,debt_consolidation,17.49
15250,15250,15250.0,36,17.93,550.79,E,E5,1,RENT,37200.0,Verified,May-10,Fully Paid,debt_consolidation,16.65
15000,15000,14250.0,36,10.25,485.78,B,B2,5,MORTGAGE,110000.0,Not Verified,May-10,Fully Paid,credit_card,5.72
13000,13000,13000.0,36,13.48,441.04,C,C3,3,MORTGAGE,51000.0,Source Verified,May-10,Fully Paid,debt_consolidation,23.06
6000,6000,5850.0,60,10.99,130.43,B,B4,10,RENT,66000.0,Not Verified,May-10,Charged Off,other,8.2
3150,3150,3125.0,60,16.45,77.36,E,E1,1,RENT,69996.0,Not Verified,May-10,Fully Paid,other,23.42
25000,17050,17044.92518,60,11.36,373.78,B,B5,10,MORTGAGE,81000.0,Verified,May-10,Fully Paid,debt_consolidation,14.09
24000,15250,15250.0,36,10.62,496.53,B,B3,1,MORTGAGE,66948.0,Verified,May-10,Fully Paid,debt_consolidation,18.03
5000,5000,4500.0,36,11.36,164.55,B,B5,3,MORTGAGE,36000.0,Not Verified,May-10,Fully Paid,debt_consolidation,0.08
5000,5000,5000.0,36,11.36,164.55,B,B5,10,RENT,135000.0,Verified,May-10,Fully Paid,debt_consolidation,24.76
10000,10000,10000.0,36,16.45,353.8,E,E1,1,MORTGAGE,26000.0,Not Verified,May-10,Charged Off,house,12.23
25000,18375,18375.0,60,12.73,415.56,C,C1,10,MORTGAGE,114000.0,Source Verified,May-10,Fully Paid,home_improvement,0.74
12000,12000,11800.0,36,7.88,375.38,A,A5,10,MORTGAGE,119496.0,Verified,May-10,Fully Paid,credit_card,12.76
18000,16025,15975.0,36,7.51,498.56,A,A4,10,MORTGAGE,65000.0,Not Verified,May-10,Fully Paid,credit_card,19.59
1500,1500,1500.0,36,16.07,52.79,D,D5,2,MORTGAGE,38208.0,Not Verified,May-10,Fully Paid,other,9.48
12250,12250,12150.0,36,14.59,422.2,D,D1,9,RENT,48000.0,Verified,May-10,Fully Paid,debt_consolidation,24.07
1000,1000,1000.0,36,9.88,32.22,B,B1,10,MORTGAGE,78000.0,Verified,May-10,Fully Paid,credit_card,24.46
24000,17350,17117.86497,60,7.88,350.8,A,A5,2,OWN,85000.0,Verified,May-10,Fully Paid,other,4.56
7000,7000,6900.0,36,7.88,218.97,A,A5,1,RENT,18000.0,Verified,May-10,Fully Paid,other,21.28
19000,19000,18975.0,60,17.93,481.76,E,E5,5,MORTGAGE,57600.0,Verified,May-10,Fully Paid,major_purchase,20.69
7750,7750,7725.0,36,14.22,265.71,C,C5,8,MORTGAGE,104000.0,Verified,May-10,Charged Off,debt_consolidation,21.35
25000,18375,18185.10648,36,10.25,595.07,B,B2,3,RENT,63235.0,Verified,May-10,Fully Paid,debt_consolidation,14.25
25000,18250,18175.0,60,11.36,400.09,B,B5,4,MORTGAGE,53000.0,Verified,May-10,Charged Off,debt_consolidation,20.63
10000,10000,10000.0,60,10.99,217.38,B,B4,10,RENT,41926.0,Not Verified,May-10,Fully Paid,other,14.37
4000,4000,4000.0,36,14.59,137.86,D,D1,4,RENT,20000.0,Not Verified,May-10,Fully Paid,debt_consolidation,12.54
10000,10000,10000.0,36,11.36,329.1,B,B5,10,RENT,70800.0,Not Verified,May-10,Fully Paid,debt_consolidation,20.31
14400,14400,14350.0,60,16.45,353.64,E,E1,2,RENT,32400.0,Source Verified,May-10,Charged Off,credit_card,14.78
10000,10000,10000.0,36,15.33,348.28,D,D3,6,MORTGAGE,61000.0,Not Verified,May-10,Fully Paid,medical,5.63
17000,11000,10975.0,60,7.88,222.41,A,A5,8,MORTGAGE,35000.0,Not Verified,May-10,Fully Paid,home_improvement,9.94
24000,14725,14725.0,60,7.88,297.73,A,A5,10,MORTGAGE,60000.0,Verified,May-10,Fully Paid,home_improvement,10.44
4200,4200,4200.0,36,6.76,129.23,A,A2,1,MORTGAGE,42000.0,Not Verified,May-10,Fully Paid,other,22.83
5525,5525,5425.0,36,11.36,181.83,B,B5,1,RENT,90000.0,Verified,May-10,Fully Paid,credit_card,9.12
5000,5000,5000.0,60,17.19,124.78,E,E3,1,RENT,28224.0,Not Verified,May-10,Fully Paid,other,5.06
12000,8900,8875.0,36,7.51,276.89,A,A4,10,MORTGAGE,88000.0,Source Verified,May-10,Fully Paid,debt_consolidation,6.37
16000,10475,10475.0,60,7.88,211.8,A,A5,8,MORTGAGE,50400.0,Not Verified,May-10,Fully Paid,car,16.74
4500,4500,4500.0,36,10.99,147.31,B,B4,5,RENT,84998.64,Not Verified,May-10,Fully Paid,credit_card,4.46
12000,12000,12000.0,60,13.11,273.72,C,C2,5,RENT,43200.0,Not Verified,May-10,Fully Paid,credit_card,22.44
10000,6175,6175.0,60,7.14,122.69,A,A3,5,MORTGAGE,120000.0,Not Verified,May-10,Fully Paid,debt_consolidation,9.22
10000,10000,10000.0,36,15.7,350.1,D,D4,3,RENT,42900.0,Not Verified,May-10,Fully Paid,debt_consolidation,12.25
20000,20000,20000.0,60,16.07,487.11,D,D5,10,MORTGAGE,122800.0,Verified,May-10,Fully Paid,home_improvement,15.42
1400,1400,1400.0,36,14.22,48.0,C,C5,10,OWN,60000.0,Not Verified,May-10,Fully Paid,major_purchase,3.92
10000,10000,9900.0,60,15.33,239.64,D,D3,1,RENT,23004.0,Not Verified,May-10,Fully Paid,other,12.31
5000,5000,5000.0,36,14.22,171.43,C,C5,1,MORTGAGE,102996.0,Verified,May-10,Fully Paid,other,18.73
9600,9600,9600.0,36,7.51,298.67,A,A4,4,RENT,85000.0,Verified,May-10,Fully Paid,major_purchase,6.28
13000,13000,13000.0,60,17.93,329.62,E,E5,10,MORTGAGE,43200.0,Not Verified,May-10,Fully Paid,credit_card,20.67
7200,7200,7150.0,36,12.73,241.67,C,C1,2,RENT,34099.2,Verified,May-10,Fully Paid,debt_consolidation,23.86
25000,25000,25000.0,36,19.04,916.91,F,F3,10,RENT,114000.0,Verified,May-10,Fully Paid,debt_consolidation,6.67
10000,10000,10000.0,36,7.51,311.11,A,A4,3,RENT,45000.0,Not Verified,May-10,Fully Paid,debt_consolidation,24.27
10500,10500,10495.14387,60,15.33,251.62,D,D3,10,MORTGAGE,45000.0,Not Verified,May-10,Fully Paid,debt_consolidation,21.47
4000,4000,4000.0,36,6.76,123.07,A,A2,8,RENT,67450.0,Not Verified,May-10,Fully Paid,wedding,17.26
5000,5000,4662.03,36,12.73,167.83,C,C1,4,RENT,40000.0,Not Verified,May-10,Charged Off,other,16.68
9600,9600,9600.0,60,16.82,237.66,E,E2,10,MORTGAGE,46095.0,Not Verified,May-10,Charged Off,home_improvement,12.86
12000,12000,11900.0,60,16.82,297.08,E,E2,3,MORTGAGE,60000.0,Source Verified,May-10,Charged Off,major_purchase,15.98
11500,11500,11500.0,36,13.48,390.15,C,C3,3,MORTGAGE,46300.0,Verified,May-10,Fully Paid,debt_consolidation,19.02
9000,9000,9000.0,36,10.25,291.47,B,B2,3,RENT,55000.0,Not Verified,May-10,Fully Paid,debt_consolidation,9.25
10000,6950,6900.0,60,7.51,139.3,A,A4,1,RENT,46000.0,Source Verified,May-10,Fully Paid,debt_consolidation,17.17
16000,16000,16000.0,36,15.7,560.15,D,D4,8,RENT,70000.0,Not Verified,May-10,Fully Paid,debt_consolidation,11.45
